delivery_id,route_id,distance_km,num_turns,intersections,road_type_encoded,time_of_day,traffic_density,weather_volatility,past_delay_t_1,past_delay_t_7,actual_delay_min,is_delayed_30m
DEL_1000,202,18.355400690893276,9,16,2,2,0.5722545278693496,0.4954426718080301,6.753665395515826,2.359459422974811,47.50295982364505,1
DEL_1001,448,29.361632457077093,12,46,0,16,0.9437116041161981,0.40689542065546164,11.826751587556169,4.866449432380469,60.36674607828314,1
DEL_1002,370,20.535347915148762,8,28,1,23,0.5500045320295557,0.3143744596426778,1.408751284566868,19.525715568450845,48.44074963118613,1
DEL_1003,206,23.639041650732363,11,26,1,1,0.36251945108618433,0.16939031730160514,5.8890971924073,0.3710351882307722,39.596047624725266,1
DEL_1004,171,37.95862391657008,26,38,2,5,0.18311551250752175,0.2799691851808399,2.2911642180662954,30.38244910910742,66.40369607200226,1
DEL_1005,288,44.67481170497207,12,55,0,7,0.7073508303692884,0.05170737052262525,12.367889213428883,6.0612268782914605,75.09283478251416,1
DEL_1006,120,10.467292598949443,7,14,0,16,0.8592422124832854,0.2592953894553676,9.236865378280433,45.79068269557156,63.965153201067146,1
DEL_1007,202,33.55876654193212,15,35,0,23,0.1232347387094718,0.18357547921485237,4.60963513626075,14.502193672097686,44.19367043980171,1
DEL_1008,221,31.196471341000933,19,42,1,5,0.1393239927263756,0.3440840288767141,118.257584925661,35.803894100421026,73.40751090927587,1
DEL_1009,314,10.328676762916935,3,11,1,11,0.31185799197388087,0.1236196931656875,2.495678838976925,0.8220475479296026,24.26929465131157,0
DEL_1010,430,14.53524486980491,5,17,1,20,0.5132417740170048,0.3631389002730837,26.18585766182013,15.362224347149445,48.60412855312783,1
DEL_1011,187,18.99511226297061,8,27,1,15,0.2555138845219693,0.22512096187266803,0.5462415003670863,24.997801090886277,51.2234704984098,1
DEL_1012,472,12.511898186787565,5,16,1,5,0.4830629316206101,0.07051358815984213,28.143835091223394,52.64660877010982,72.75122469582787,1
DEL_1013,199,15.96782671359538,4,27,0,1,0.12787198142425796,0.574893705202291,9.722404990650318,0.407695997121462,19.47110941650862,0
DEL_1014,459,17.04203594877684,13,22,1,2,0.2968662506423826,0.31745517097358944,26.42050328849628,1.0416438480438575,36.26491769745559,1
DEL_1015,251,20.105322486757682,17,30,2,8,0.958669120105397,0.6979496496337325,20.62671641080259,15.787090471236937,96.76665314561733,1
DEL_1016,230,38.722570376052154,15,49,2,18,0.9701415282511041,0.02437648584047455,12.751728481613188,0.4764447738744926,83.40996372084794,1
DEL_1017,249,30.73604917327703,15,29,2,9,0.7094549881388496,0.12975556867637694,6.967879259672381,0.1372069193390878,74.44097067650605,1
DEL_1018,408,49.381100237813065,21,45,2,22,0.2628078557362016,0.162421775487551,16.42732612173924,9.451383715510056,74.48492359342029,1
DEL_1019,357,23.663112213536195,13,37,0,12,0.5944313303917933,0.2813651401847574,26.805884238041585,9.046590870597477,47.205674082521,1
DEL_1020,443,38.923928322661624,24,48,1,19,0.8477326547079462,0.2783238203977999,10.496719254511705,11.407503696117185,76.87729902399045,1
DEL_1021,393,44.21607896194402,31,54,1,12,0.10061694971357396,0.023954835878311743,8.038765314334693,0.17019931063266236,63.82594095098845,1
DEL_1022,485,35.554032186711886,10,42,1,19,0.8637404985375148,0.1996355578702715,2.312906004430286,8.397148615791822,84.0771400577411,1
DEL_1023,291,23.53391331878732,5,26,2,14,0.5170503185287119,0.5383342962862965,33.98625175722306,4.053967091311458,63.276034693253315,1
DEL_1024,376,38.91175838355888,15,46,2,12,0.36693769060927006,0.3672298131554403,4.6653539484630535,16.929989081249193,62.523416281566355,1
DEL_1025,260,14.165021199770818,8,16,2,12,0.3749803877223399,0.35417210934761495,1.977637276491537,5.136316073241197,37.313164462790226,1
DEL_1026,413,19.739847433105957,9,24,2,5,0.32384981148655856,0.3084152642427117,1.0277391331346668,5.291779651196146,45.41877707174643,1
DEL_1027,121,29.600836479467993,9,36,0,17,0.7027033002060454,0.23334472257573222,20.841319842591297,12.743906930509004,66.57656053765734,1
DEL_1028,352,30.893422427876676,21,35,0,6,0.11369837891908383,0.4783903933263036,16.858769015975668,12.969226313299659,47.271088871187914,1
DEL_1029,335,5.996366396268326,6,5,1,2,0.4108665305863247,0.248728539032976,1.9253161487956825,0.7208360740676728,19.679004306561005,0
DEL_1030,444,47.53013849402039,31,62,1,0,0.4833631682262628,0.14368972136522346,11.329880669875674,11.802137119809979,82.89506472209472,1
DEL_1031,148,36.348227204782546,23,36,1,11,0.4950889215520963,0.33922756203753,2.4854281817876727,12.870152118584972,68.14017713595533,1
DEL_1032,158,27.306668760435098,16,34,1,22,0.41231806992240805,0.22555819502034166,7.257209358949657,7.33932934844251,56.89601549008486,1
DEL_1033,269,46.990725548373874,23,66,2,4,0.27063862482116796,0.14788260952327553,22.908773331416374,21.113729976395202,79.11504121087323,1
DEL_1034,287,24.759300436287283,12,27,0,10,0.1113048342409487,0.0697791983240485,3.8783726864784165,0.10970101380395642,39.385195777421025,1
DEL_1035,370,49.11960066216673,26,81,1,11,0.5478897736285645,0.06717831985696214,0.42159339664881146,41.44558884898336,94.84361642118844,1
DEL_1036,289,28.052814075956828,14,23,2,22,0.31452310918870263,0.3676387998042878,3.2227406344090017,5.65973855400422,44.69097385314172,1
DEL_1037,274,10.142859649909076,4,17,1,15,0.40058772433203826,0.13837250327660053,7.674762221652947,10.867128530127811,35.81488338381556,1
DEL_1038,150,39.41604376066748,21,33,1,0,0.19727803759051102,0.364314717885571,4.149793164153158,0.41913991012231877,49.35435454097355,1
DEL_1039,463,35.55039762850282,22,39,1,20,0.17097785896294612,0.21615676064965303,19.214029326491783,14.809074388028655,48.28217554661843,1
DEL_1040,154,39.7844024587514,22,47,1,17,0.9238813202363076,0.20110472522678288,23.351213606815133,9.415275383981914,82.70684003068793,1
DEL_1041,343,47.814891292655645,21,59,2,0,0.4993826026091942,0.2806043196762022,4.126486881197432,38.73655146485963,95.58161526616195,1
DEL_1042,419,39.942018619295816,15,44,1,21,0.42323035663623776,0.37697811388831776,4.692384037495062,6.589199988269838,58.98196814145421,1
DEL_1043,230,32.510147099749105,17,45,0,4,0.41057962947459203,0.36729290497023254,12.317183129989761,15.356135868215233,67.1811079015995,1
DEL_1044,406,43.57890060623784,18,51,0,3,0.5596988738436568,0.13002578766944903,20.94610784547565,0.9255247496296737,66.56902540001565,1
DEL_1045,234,35.29608977095392,16,50,2,0,0.17935611960975953,0.5783891063831423,48.04834956451269,0.8004880905178009,67.62512166377807,1
DEL_1046,120,23.36535755716654,10,30,1,14,0.18513467590580304,0.2722349484985625,5.361946343254551,35.71296478335026,52.488021335580854,1
DEL_1047,428,44.852889390879795,28,56,2,4,0.19473457476717013,0.3305404435108887,36.298772907301505,3.505175106757748,76.68234865793694,1
DEL_1048,266,14.98552073529678,1,6,2,6,0.31168471513264484,0.45644439458028135,3.0089919978822075,29.21900429035798,38.7923667700775,1
DEL_1049,373,37.15885737089259,19,50,1,16,0.9081042921692275,0.059194051441859616,0.6289010345060094,1.100428223509426,86.92384290824582,1
DEL_1050,487,44.670355472334066,29,55,0,19,0.8389626864168049,0.5176025309457885,23.588889235313943,12.184691251455602,85.5124365377275,1
DEL_1051,188,37.909243386648335,14,38,2,5,0.3952938682684536,0.21329789582740588,9.76897410018353,9.62440096372409,66.06524352695232,1
DEL_1052,415,36.37739385742356,17,38,2,12,0.42907144893172755,0.5596664045276337,1.199549727830503,40.63989579125207,81.85260064680854,1
DEL_1053,113,38.86872323323262,18,52,1,23,0.5488811718074064,0.6048903341289785,1.1064108087137174,6.210437089002374,90.46626286917072,1
DEL_1054,341,25.927486173528997,10,33,1,22,0.4121094777318487,0.5601637523679834,0.20568150042533684,0.5954099369793963,44.94473182480242,1
DEL_1055,364,44.33768069706617,11,49,2,14,0.21489983891766087,0.359032576154943,5.486277732736837,7.711243012950096,56.83171973785987,1
DEL_1056,445,14.154641381124105,6,15,0,6,0.45245703416576977,0.17559510780751955,19.940962159499847,20.85990862788085,47.425446116423075,1
DEL_1057,152,10.732388720015269,4,15,2,23,0.48494538705694934,0.3712127179023978,16.41843258725233,0.6467018164643964,51.560772121205304,1
DEL_1058,485,17.84789510533302,13,23,2,6,0.4176723116074137,0.3264812452782069,120.14610741292793,0.44239361776531083,66.86491686507776,1
DEL_1059,439,28.92098285487469,17,31,0,12,0.23678473172116196,0.2252082755229703,13.518502359201035,20.694904505875396,49.348133524271375,1
DEL_1060,191,27.975280793420215,17,35,2,3,0.29995892479677,0.20538966607589818,1.755968665013312,20.845562966035942,62.035007203134676,1
DEL_1061,466,41.9269440954464,14,62,2,21,0.33529620382337033,0.12532699919697962,57.595845769483454,2.6774068290524906,76.23892179499323,1
DEL_1062,363,23.20558953818078,6,31,1,17,0.8239375339927897,0.2723700089036049,17.7122215307595,12.856969345360266,67.050262569477,1
DEL_1063,134,26.79549918311789,6,23,0,7,0.7170111301552436,0.08076705586763125,7.0269313096226185,0.7971652248851474,55.9147343920226,1
DEL_1064,305,5.601545746672803,5,9,2,18,0.9843111713268421,0.12452868162668167,4.255247463375687,17.409252652917473,59.43280746752245,1
DEL_1065,180,23.438265639932258,11,24,0,15,0.3497258720364279,0.3130089782130964,3.7686455637027567,4.369517553365036,40.32733444769956,1
DEL_1066,149,34.1498404827654,11,41,2,19,0.7748961947768173,0.3200640696351682,46.93319129342098,3.1443584395853827,80.88715276976764,1
DEL_1067,459,5.697874878196648,1,9,1,17,0.8600608610306649,0.22954854612767295,8.155939475253158,13.58517236583172,50.931111968586315,1
DEL_1068,487,17.639688433380968,5,16,2,15,0.22317243213492852,0.48924323641607936,10.006540094914824,29.10498237426002,51.396353247856226,1
DEL_1069,101,14.358036168022547,7,15,2,15,0.33350715492880445,0.19348664573143873,27.191883430262024,0.5086905739687327,48.321966661504945,1
DEL_1070,489,6.88934430093147,7,8,1,1,0.11637608826617898,0.0721819324392588,49.807044425689796,1.8621276302532697,26.433110670581716,0
DEL_1071,153,26.566704046154186,13,38,1,13,0.1963607610998491,0.11937918845382639,0.06604546183521241,3.544204175136781,42.16774973269808,1
DEL_1072,205,13.177548195267043,4,22,1,21,0.4466224959167887,0.3192548503324303,69.44695272610342,31.539298354482753,66.28899548607373,1
DEL_1073,359,38.4386692834121,17,47,2,18,0.7209959530734578,0.3358591793231576,1.1769092058203785,25.162388710804215,80.38639421248125,1
DEL_1074,409,43.156754769350684,21,38,2,15,0.4140745804820556,0.46407877279220855,27.194897948088258,28.524140421513067,78.33576282032712,1
DEL_1075,290,29.55133322011165,17,35,2,21,0.10103444571716999,0.22324688955780359,45.03186372545468,5.704967441994635,61.71594669960393,1
DEL_1076,317,49.17683041345137,24,68,1,3,0.33250466289783176,0.2694992250047581,12.352720354858862,3.161817973491965,71.89744404001874,1
DEL_1077,143,25.27153571617679,13,26,1,12,0.4606718203616439,0.34681591663939,12.034841069782626,2.553285802919084,44.67771209575962,1
DEL_1078,261,28.101569460121198,8,43,0,7,0.8727460068623207,0.3489201471688022,16.5851832913908,25.640078872576915,75.73907401272572,1
DEL_1079,301,49.514798928098756,23,66,1,2,0.3464180880462069,0.3616191253965572,6.527228396016478,3.155444609248864,71.6990358389683,1
DEL_1080,369,15.419679618427196,7,29,1,23,0.5202662348693133,0.6403287247027455,2.7192926395012478,9.081712627440051,70.07950845486846,1
DEL_1081,450,47.414567285460734,30,55,0,2,0.5012956773608285,0.07951403171470056,1.0308500894696047,4.836922641578658,74.10329435588162,1
DEL_1082,403,6.927689980360096,4,7,2,4,0.24788538853375494,0.3539514109827639,31.942236672051184,8.292243846608038,39.34118247434837,1
DEL_1083,370,25.087410061843766,11,28,0,10,0.5373668119558394,0.46135803064496633,11.888797065462317,5.091500999347982,46.44156550122501,1
DEL_1084,314,8.15015804598796,4,12,2,12,0.4201414899046281,0.19605471360882232,17.766014591095523,4.1598249399338325,44.83947925492819,1
DEL_1085,351,37.81556343111394,15,44,1,1,0.15209232404317988,0.30365436882435787,6.053178415631114,6.689201079180397,60.38290026221628,1
DEL_1086,289,32.3784021146008,18,33,2,5,0.5695563982979402,0.4980991786209398,24.67664024217579,4.8582432023553555,66.78667894884558,1
DEL_1087,395,36.79854185604184,16,52,2,6,0.1883383707669287,0.28982645747754654,6.459926638653816,21.967847713774187,58.92594791708775,1
DEL_1088,312,21.851617998560762,11,24,2,23,0.33518047364814696,0.11171447030259855,0.45319497417619076,10.428781787951902,52.705913751870625,1
DEL_1089,307,21.626687031412114,10,19,1,3,0.33318269277254986,0.18662346153629514,6.162542232561733,2.3254496753319387,40.41484187888744,1
DEL_1090,336,7.0393675532402575,3,8,2,8,0.9863601187929015,0.40124958574063374,28.489425343868685,3.2293970229590094,58.83238068767086,1
DEL_1091,437,20.74752227883379,9,30,0,17,0.7288671812233902,0.5245050200500037,31.298620520595065,0.6604899778719294,51.81294026725131,1
DEL_1092,466,46.817978101792676,20,53,1,13,0.21645391481936846,0.10684964212518276,40.93573060485442,4.274762802054358,81.89687154186532,1
DEL_1093,152,22.065194173120204,7,19,2,23,0.27622124425881733,0.13873811591058421,10.381569788053014,13.286442741808237,37.94698135220687,1
DEL_1094,379,42.41154677998865,14,44,2,5,0.17229510231537618,0.5639581671885356,47.057104519332825,2.424782767152091,58.91719648171179,1
DEL_1095,316,42.90464771374703,26,52,0,19,0.7636716699051525,0.22748721540129968,10.372583254346665,1.2536956562991146,80.78947307358864,1
DEL_1096,351,21.795852037065522,11,23,1,1,0.512533677621878,0.5970283786397663,2.50703985329682,4.6458817387120686,43.670217073918444,1
DEL_1097,287,33.43949061782851,12,34,1,3,0.4753606701635422,0.2889588543914398,10.458441527617994,11.377161703013888,59.90287652962687,1
DEL_1098,479,9.291722102287638,2,9,2,14,0.3213417433144221,0.23906257107151,30.444261149161186,7.681649364814643,32.27054926898992,1
DEL_1099,140,9.665536133042442,4,14,2,2,0.14795464192146365,0.09560929274443437,23.10496493628111,4.84502362292717,30.704485526853183,1
DEL_1100,256,7.189594864777099,6,10,0,3,0.32496087168497656,0.03981266189752148,8.538827271131437,25.74202924578053,29.64931895685288,0
DEL_1101,114,31.145679201879926,15,45,2,3,0.24722784687240093,0.6425582642667175,3.5842044146610563,7.585927717074091,70.67185444508586,1
DEL_1102,400,24.173193993174365,11,34,1,14,0.48895961021375567,0.15626731568540655,13.052547884468618,7.28466146311712,54.900080813970376,1
DEL_1103,164,29.661456049890806,14,36,2,10,0.1483196672217086,0.2882577679141497,40.15380501213543,0.38602398541744215,50.143368133503316,1
DEL_1104,444,28.448293572877454,20,30,2,22,0.32568427687252854,0.4934198583012814,2.9309599980626726,12.237929326057355,60.72618963742925,1
DEL_1105,426,20.759134599082863,10,27,0,16,0.88343745168928,0.19104697332479753,26.320442124863042,7.379684374543733,59.018443520778234,1
DEL_1106,108,35.486303667056276,19,45,2,14,0.5928626266065277,0.08579871161606499,2.390645338481125,1.8809284192864566,73.46973758746317,1
DEL_1107,443,39.13258464123758,24,30,1,20,0.14480406559603634,0.0539697373149558,37.811280100638946,3.3524275794470855,60.404847348050914,1
DEL_1108,228,5.658271649495407,2,7,0,2,0.15698023608348302,0.6575955118721614,17.726135703696166,2.71323107620418,39.02956389916364,1
DEL_1109,235,14.325903489599524,12,19,2,22,0.5940245801082504,0.5233242671087495,1.734216625636245,1.5626467264880806,57.81835313695979,1
DEL_1110,162,37.095614063750155,19,50,0,22,0.3028125772314515,0.3547997744478073,3.392687550243506,6.862658146258678,45.39339937794935,1
DEL_1111,238,22.39790776852254,12,30,1,23,0.47185715359907243,0.31668395633009133,39.24336111082469,5.417236327778604,50.41806727921521,1
DEL_1112,180,34.81177761237237,19,54,2,9,0.8807639919040713,0.27078635855612737,10.625935964657945,5.357752548520514,78.89694594044799,1
DEL_1113,491,20.613319688055128,18,29,0,3,0.25727970460645677,0.5244316287528397,9.063062102962613,3.4766605008013656,40.38013261298843,1
DEL_1114,262,22.58398185483367,6,27,1,12,0.20715010347060028,0.3106483322258367,0.9005809732883117,6.881490944445383,30.402902472502618,1
DEL_1115,388,12.140549316035822,6,22,1,1,0.23804560002636152,0.25807254970219556,1.3167353348903619,9.51622026168619,28.93814633198561,0
DEL_1116,478,16.6203958849772,6,22,2,5,0.48219671251907403,0.11329333328216656,17.64772811274621,11.345600035154881,55.52573132533843,1
DEL_1117,360,32.243529087841424,8,40,2,18,0.9798662180150604,0.3622572180787794,22.504305387978107,2.9788546231605246,86.98441292070042,1
